title,content,rating,username,genres
It was so-so,"I went into this expecting a Marvel created film but what I got was a disney animation mess. The first hour of the film was pointless and boring. Story was non-exsistent bringing characters that were never on the screen long enough to be explained, the animation for the most part was alright until the bright colours start giving you a headache. Really not sure why this has so many 10/10 ratings unless ofc people are fake hyping which is what most of the reviews seem to show. Best to stick to what your good at Marvel and it's not this.",5.0,Anonymous,Animation
Giving Infinity war a run for it's money,"This movie was absolutely incredible. From the animation, to the storytelling, to the characters this movie is completely one of a kind. It is easily the best looking animated movie of the year (no surprise there), but what really caught me off guard was the story they were able to tell in such a short amount of time. Each character has their own distinct personality and is given their own separate characterization without making the movie feel bloated. I knew I would end up liking this movie, but this movie has completely exceeded my expectations. If you enjoy superheros or animation you should 100% definitely watch it in a theater.",10.0,Anonymous,Animation
"Into The Spider-verse reminds us why we love Spiderman so much, and does so in an original and humane way.","Heads-up: I'm only going to be talking about Peter Parker in this review. I'll make a separate one for the film laterm I just feel like he deserves his own review. That's how great Peter is in this film.Into The Spider-verse reminds us why we love Spiderman so much, and does so in an original and humane way.I used to love Spiderman as a kid. I got obssessed with the cartoons he starred in as well as the original movie trilogy, one that actually helped me get interested in the character and marvel as a whole. But my love for this character, as most things, dissolved and it never got around to build itself up again, even after constant remakes and wonderful performances. I never felt that spark again, that love I felt for this charming dude was gone, dead.Then Into The Spider-verse came, and my whole world turned upside down. I felt a fire inside my stomach. There it was, that long-forgotten love for Peter Parker, one that I thought I would never experience again, expanding continuously as the movie progressed, hitting me in all the right places.I'd even dare to say that this movie made me understand the reason as to why spider-man is universally loved:He's an everyday guy with super powers, that's it. He's flawed but pure at heart. He's relatable. He belongs to the people. He's one of us.This movie's fresh take on Peter Parker is exactly what we needed to fully grasp that, how compelling this character can be without using any of his super powers. This version of Peter Parker is fat, subtly depressed, and tired, yet he's the most charming and lovable version of this character yet. It's something we haven't seen in quite a while, the genuine humanity that makes Peter Parker such a charismatic character, and one can only be thankful for it.Spider-man is cool again, but in a totally different, and perhaps even better, way. Just your everyday dude taking a leap of faith, giving the audience who relates to his struggles courage to do the same. This is what Spiderman can be and what he should be. A character that's ours, a character that teaches you that anyone can be a hero, that's the real Spiderman. This is the true Homecoming. Spiderman is freaking back! Welcome home!",10.0,Anonymous,Animation
Best Spider-Man movie by far!!!,"I hardly post reviews but,
I Just watched Spider-Man Into the Spider-Verse and OMG that is by far in my opinion the best Spider-Man movie ever!!! The story was so well written, the characters were awesome, the music was actually awesome, and OMG the art style they chose for this movie was so amazing and it was like watching a living comic book!!! Also, you know how sometimes superheros usually just come off as superheros and not like actual people well they actually showed emotion and development and oml just see it I geeked out enough 😂
Edit: if the creators somehow see this post
You created something brilliant with this film, And you made Stan and Steve proud. Good Job, Spider-Verse team. Excelsior!!!",10.0,Anonymous,Animation
Best animated film of 2018,"I had high expectations for this movie and it didn't fail to meet them, this film has great animation, great humour, emotion, and heart. It has pretty much everything people would want for an animated movie.",10.0,Anonymous,Animation
Best Spider-man movie yet,"A coming of age movie for the whole animation genre, which stays true to its medium while nicely embracing the comics medium.A really moving movie with an ambitious approach, that surprised me at how much spiderman is instilled in my psyche...even as much as Superman is.The movie simply embraced how the character is a cultural phenomenon, and stopped treating it as merchandise.",,Anonymous,Animation
"Too kid friendly, but good!","The movie is visually spectacular (with the exceptions of a handful of blurry scenes filled with blues and reds, maybe for 3D purposes?). The colours and character designs are gorgeous. The dynamics of the action and the camera work is superb. All of this is ""all time great"" level.But... The story is ultra basic, therefore quite boring for about 45 impossibly predictable minutes. The jokes, while clever for a movie for kids, just didn't make me laugh. Not even one time. I'm not sure why. Also, the story lacks all kinds of depths. It's literally no sense, but I don't think is the focus of the movie, because...What really works is the theme of the film. Everybody can ""wear the mask"". And they proved it by showing it, not depending on melodramatic and cliched monologues, but with the story itself, that included different versions of totally different people ""wearing the masks"".The emotional bits also work well and kind of justify the boring preparation for it, developing Miles Morales origin story and his family and problems really well. Simple, but well done.
For last, the villains and its plans are just almost pointless and beyond under developed. There was probably no enough time to give them better and more coherent plans.
A good movie, visually superior with a well done and coherent message that actually works in the story (sometimes these superhero movies contradict themselves and they are about the ""problem with violence""... by using violence to solve the problem. No here. Spiderman is not white, black, female, old or young. It can be anybody. And they are good).",7.0,Anonymous,Animation
This movie is not over hyped!,"Going into this I had high hopes but, was afraid It might not be as good as the hype says But, damn... This movie is underhyped. I loved every second of it. The animation was gorgeous, the characters were so fun and the soundtrack, flawless. The twists, you never see coming and don't even get me started on how beautiful the end fight scene was. This film is the best animated film of 2018 and in my opinion, the best film of 2018 definitely worth seeing!",10.0,Anonymous,Animation
Did not do it for me.,This movie is definitely overrated. And over hyped. I liked Miles and his father and his uncle and that part of the story. I didn't like all the extra superheroes. The story itself was lacking. Whatever this movie was it was not Spiderman. Did not do it for me.If everybody can be the superhero the nobody is really the hero. We don't have 10 Batman's 12 Supermans.,5.0,Anonymous,Animation
"Sony, you are reedemed.","Okay first of all, WHAT SONY? A good animated film?! A GREAT animated film?! Don't has reedemed themselves in my book and have created the DEFINITIVE Spider-Man movie in the process.",10.0,Anonymous,Animation
WAYYY Better Than Expected,"This movie was honestly much, MUCH better than I expected it to be. Even all the trailers combined do not do it justice. It's thrilling, emotional, and hilarious. Its really a masterpiece in my eyes. One of my favorite movies of the year!",10.0,Anonymous,Animation
Kingpin is the swolest.,"This film is storytelling at its finest. They've really transferred the art of comic book story telling onto the big screen to a level that no other film has matched. Beautiful and fresh animation. They've not been afraid to try something new and it has definitely paid off. I hope this sets an example for future films, as it's definitely raised the bar! A film that can be both parents and children's favourites. Very memorable.",10.0,Anonymous,Animation
Captures Your Attention From The Get Go!,"What would you do if you could be a superhero? What if you have no choice? From the very beginning, Spider-Man: Into the Spicer-Verse is very energetic and captures your attention. This animated film has impressive visuals. The music creates a fantastic rhythm. And you just want to watch more.The story follows a high school student named Miles Morales, who just changed school. He goes into an abandoned subway station with his uncle Erin and gets bitten by a radioactive spider. Ever since that day, Miles starts sticking to everything he touches. Then, he meets Spider-Man (Peter Parker), teams up with some friends from the same dimension and they attempt to save the world from the villain Kingoin.The story is very original and makes the impossible possible. It takes all the abilities of Spider-Man to far and beyond with its action scenes. The film also shows a very real family atmosphere and the humor is smart. I love the non-traditional characters and how they embrace diversity. And yes! Spider-Man is Latino and surely does speak Spanish! There are also some fun new characters.With this film, Marvel has created a film that celebrates comics, film and visual arts. Of course, it celebrates Spider-Man and makes this super hero relevant and contemporary. It is absolutely eye-poppingly beautiful and really pushes the boundaries of the genre with its colors, textures and camera movements. There are several different forms of animation in one film. You feel as if you are actually reading a comic book or the comic book is coming to life.Naturally, the film does a very touching tribute to genius Stan Lee. I feel the filmmakers took some risks bringing new ideas to this iconic character which as been adored for over 50 years. The result is a must-see family movie that is even more appealing to new generations. I also love how this film is animated. It's so different. I've never seen a film like this one. I think it's very unique. Be sure to stay after the credits to see something very special, including another set of credits at the very end.This film sets a new era in animated movies. I recommend it for ages 5 to 18, as well as adults. I give it 5 out of 5 stars and include it in my Oscar predictions as a very possible winner. This is the film parents will love their kids to watch and kids will enjoy in many different ways.With great power comes great responsibility and we all can be heroes. This is the idea behind Spider-Man: Into the Spider-Verse - inclusion for all in the vast universe and the idea that we can all be heroes by making the right choices and doing our best helping each other in our everyday life.Reviewed by Zoe C., KIDS FIRST! Film Critic. For more reviews by youth, visit kidsfirst dot org.",10.0,Anonymous,Animation
Slapstick for the ADHD-generation,"The visual style is unique and impressive, but choppy movement caused by dropping the frame rate in order to make CGI look more like hand-drawn animation. There's just too much of everything all the time. The creators should take more time and build ambience and atmosphere. The constant visual fireworks feels like an ADHD nightmare.The overabundance of childish slapstick comedy gets old really fast. Too bad the creators didn't have more ambition for more compelling writing. Miles Morales is a one-dimensional and uninteresting character. Then again, that's Brian Michael Bendis' fault.",,Anonymous,Animation
Overrated,You're out of your dome saying this is the 55th best movie of all time.,6.0,Anonymous,Animation
Who did this and what have they done with the REAL Sony,"This movie is brilliant. The animation is awesome, the story is really cool and compelling, and the humour is genuinely funny. How did this come from the same production company that gave us The Amazing Spider-Man movoes?",10.0,Anonymous,Animation
"Good, average","The film is stunningly beautiful, I've read about the amount of human-hours invested in this film, and those people, indeed, deserve an Oscar.
However, on the other side: linear and one-sided characters, which are not properly introduced, and I still doubt, why some of them were in the film. Like, if you remove them NOTHING will change.
The last thing to say: I belive the film is overvalued. Yes, it is beautiful, new generation, so to say, BUT, I can't agree that this film has the right to stay in line with one of the best films in the World. It is always easier to draw a cartoon full of emotions than to show emotions of a real person.",6.0,Anonymous,Animation
It's just okay.,"The visuals, while extremely ADHD are beautiful and help mask the usual uncanny valley physics that plague CGI heavy movies. That said, what is actually happening in some scenes is pretty vague, generally it's too busy.The story telling is competent, when the writing isn't tripping over itself with overly concious lines, or progressive character tropes. At least unlike most such movies, the messaging doesn't entirely overtake the plot, and there is actual character development.And even with those progressive tropes, there is some messaging around courage, and tenacity, typical of heroic movies that are often absent in the more wish forfillment progressive typical story telling.Although for a hero origin movie, there is very little trace of self sacrifice, which is it's essential nature. Still, whilst it is somewhat hamfisted message fiction, they manage to wrap it into a plot that makes the film servicable and tucks the messaging into places where a less observant eye might miss it.In general, it's safe to say this is pitched at kids. Which makes me not the target audience. It's neither good, nor bad, whilst the comic book graphic style in itself is worthy of some praise.",5.0,Anonymous,Animation
One of the best',"Everything about this movie is exceptional
And 1st time watch is not worth, you should literally watch this atleast 2-3 times to gully enjoy every single frame",10.0,Anonymous,Animation
Out of This Dimension Good! 100/10 off the Charts!,"I knew that this movie would be good from the first moment I heard about it last year, and it did not disappoint me one bit. It met all of my expectations, and then went above and beyond them. The animation is a blend of CGI, stop animation, pop/comic book art and realism. The vibrant colors pop out at you, and the action sequences really enthrall. A very captivating and beautiful piece of art is this movie, and the writing choices leave nothing to be desired. The story is that of the traditional starting superhero with a bunch of twists thrown in. The movie itself actually follows past comics for the most part, with some minor changes here and there. A true Spider-Man, or comic book fan in general, will not have anything to criticize in this movie. Everything that fans want to see out of Spidey(s) is in this movie. There are multiple different variations of Spider-Man in the film, and all of them have their special moments to shine. The end credit scene just rockets this movie up past my already positive expectations, and it gets a 10/10 from me! The movie can be enjoyed by both young and old alike, and trust me, it will blow your mind! Best animated film of 2018, and one of the best superhero movies ever made. It deserves any and all awards and kudos it will surely garner.",10.0,Anonymous,Animation
"Anyone can wear the mask, but no one can rock it like Miles Morales","I'm blown away, this movie is absolutely beautiful. The animation is stunning, the soundtrack is amazing and the dialogue and storyline is so heart-warming.
The characters are memorable, they all bring their own emotions rubbing off on the audience, and the humor is right on, its daring and hilarious and doesn't seem forced like you might see in some of the MCU films.
There's been 7 Spider-Man films in the last 16 years and this might be the best one yet, its pays its respect to the past films while driven on its own storyline adventure, being such a known character the movies still comes out as original.
The cinematography and animation are gorgeous, definitely oscar worthy. I'd say this is one of the best superhero origins movies ever made. Then there's the numerous amount of easter eggs, be on the lookout for those.
I can't say the movies underrated cause its be treated just as it should be, but if there's one thing that its underrated its the soundtrack, the funny thing is the soundtrack is the exact type of music Miles Morales would listen to, so I guess you could say there's a touch of realism.
In the end all I can see is go see this movie for yourselves, the visual experience is amazing, its touching and serious, funny and witty, brings more emotion than some of the superhero movies you'll see today and best of all if your sick of superhero movies this is a complete different and fresh start of the genre. (Don't forget to wait till the end of the credits)",10.0,Anonymous,Animation
Cinematic Euphoria,"Pituitary overload, pop art sugar rush, bugeyed & reeling amazed at the sheer level of originality barrelling at you at the speed of light.
Animation reaching for it´s potential and massaging your brain till your spine tingles. Needs to be experienced.",10.0,Anonymous,Animation
A game changer.,"Even if you're not the biggest fan on Earth of animation, I'd urge you to give this film a try. It has such an incredibly broad appeal, it really does push the boundaries, and perhaps at the point in time that it was made, raise the bar on animation.The story is great, and Shameik Moore does a cracking job as the central hero, but the deal success comes with the animation, it is quite remarkably good, with subsequent viewings you'll spot more and more, it was clearly a labour of love for the team behind it.It is a dazzling, dizzying affair, there is so much happening on, but it's all cohesive, it's not one of those films that leaves you confused and bewildered, it really does come together nicely.Plenty of action, plenty of surprises, I urge you to watch it, and then definitely get and see the mind-blowing follow up.9/10.",9.0,Anonymous,Animation
A feast for the eyes and ears,Best Spiderman movie I've seen so far. The animation is stunning and I love how the 'glitching' theme ties in with the animation style/framerate and music. Genius on all levels.,10.0,Anonymous,Animation
"A film for all peoples, except the Epileptic","I had my doubts when Sony said they they were making a new cartoon Spider-Man movie, considering their last outing was the Emjoi Movie.
The trailer displayed the artwork pretty well, but still I didn't want to get my hopes up. The reviews made it sound like the best Spiderman movie ever. So I went to the movie theater and watched it with my brother. And I was, in short absolutely captivated.Miles Morales is a teen protege growing up in Brooklyn with a hard nosed cop for a dad, a loving mother and an uncle, Aaron who helps him explore his ambition as a graffiti artist. The problem is the new school he goes to isn't the life he's looking for, and he is doing all he can to get out of it, against his family's wishes.But that all changes when he meets three people: a girl in his class named Gwen Stacy, a 26 year old blonde guy named Peter Parker and a radioactive spider.Because of a portal opened by Wilson Fisk, the dna of. Spider-Man attracts in alternate Spider-Ma.... i mean Spider-People, dragging them all into Miles' Brooklyn neighborhood. It's up to them, including a middle aged and cynical Peter, Spider-Woman, Spider- pig, and a depressed and grungy Spider-Man Noir, to stop Kingpin from using the portal again to rip a hole in the space time continuum.But that being said, that doesn't touch a bit on how hilarious, how heart breaking, and how endearing the scenes can be moment by moment. The animation and concept art go hand in hand, and gives the film a high tech, pop art appeal like nothing the world has ever seen at this scale or skill. Words can't describe the way this movie moves and feels like the best comic book ever written.I can't recommend this enough. Go watch this movie right now and you will not be disappointed But don't watch it if you have epilepsy or anything like that. It gets pretty flashy.",10.0,Anonymous,Animation
A Spider-Man film like no other.,"The best animated film of the year. It just goes to show you that you can have a superhero film with 6+ heroes, 6+ villains, with plenty of fan-service & cameos that still is easy to follow while telling a compelling story. Comic fans can enjoy the amount of details included for them, while general audiences still understand who the good guys vs the bad guys are without a huge backstory for each character. The different Spider-People (Persons of Spider?) could all carry their own films, showing off drastically different art styles & a great voice cast. The animation is some of the most uniquely stunning visuals I've seen on screen, looking like comic book pop-art brought to life with newsprint texture, dialogue bubbles, & fluid motion. The writing is tight with plenty of heart & tons of laughs. It's a coming of age tale about a teenager who doesn't necessarily want to be a hero but feels that he's the only one who can in his realities time of need. I hope to see more from this animated Spider-Verse in the future.",,Anonymous,Animation
A little overrated but still good.,"Didn't find the graphics that appealing and the story was ok, but nothing spectacular. I'm guessing anyone into anime or young kids would've enjoyed this more than teens and older viewers. 7/10 from me",7.0,Anonymous,Animation
am i watching the same movie?,"This movie has one of the most boring and predictable story lines I've seen in a long while. i'm giving spider-verse 5 stars out of 10 because the animation is beautiful, especially the comic book spreads but the animation cannot hide the plot weakness, since if you know the title and the first few minutes of the movie, you largely know the plot. The only reason I didn't leave one hour into the movie is because my companion fell asleep and i didn't want to wake them up, but the movie is also painfully long. Bottom line, I would rather have spent my time re-watching Tobey Maguire's 2002 spider-man.",5.0,Anonymous,Animation
Best Spidie!,Waited so long since the first trailer over a year ago and was not dissappointed!,10.0,Anonymous,Animation
This different approach of animation is simply mind blowing,"There have been so many spiderman films, each of which was cut off from a sequel and rebooted over and over. However, this could alone stand out to be a much better spiderman film in comparison to them all. Into the spiderverse takes you on a sci-fi adventure of multiverse, a spiderman film we have all been waiting for.The animation alone stands out to be the best feature about this film. This new style of comic book animation is top notch and a must watch especially for comic book lovers. The efforts taken in creating and rendering this film was worth it. The film is innundated with so much of high quality design, byzantine animation, one can't take their eyes off the screen and even afford to miss a scene.Even though it has a small run time to it, as most animated films do, this film offers a good character development and good storyline which is unpredictable at times making you shout out ""wow"" especially if you are a spiderman geek.There is an adequate amount of humor. The humor is not forced at all, it has good one liners that makes you enjoy the film from the very beginning. Into the spiderverse is a fun, fresh take on the spiderman story filled with excellent quality content, brilliant animation, lots of humor and exciting action sequences.",10.0,Anonymous,Animation
See it in 3D!!!,Loved this movie. Great action. 3D was awesome since it's in cartoon format. Will go see it again.,10.0,Anonymous,Animation
Wow,One of the best Marvel movies I have seen in a long time! Worth the watch and felt like I was in the comic. Great graphics and shout out to all the animators that worked on this film. The script was pretty awesome as well! :),10.0,Anonymous,Animation
Wow,I can't remember a movie when the soundtrack was THAT GOOOOD through out the whole film!,10.0,Anonymous,Animation
Visually Beautiful but the Good Part of the Story is in Another Dimension,"It started of well and I knew by the trailer what I was going to expect. I was waiting for something beyond my expectation but when it became weirder it definitely became a lot weirder. If you have seen episodes of The Flash, this film's story feels like meh. Apart from the dialogues, it's definitely bad writing. The main character is completely clueless about being spider-man but when the writers need him to use his skills, voila!, he knows it all, like the back of his hand.People who say this is the most visually stunning film they have ever seen are those who haven't seen films. All those who have given this a rating standing at 8 point something have been blown over the visuals of this film which is great but every film's basic foot lies in it's screenplay. This is sloppy writing. Aunt May being kind of Iron Man and all. There is a moment in every new super hero film where the hero falls short of confidence and then a few scenes or a lot of scenes later the confidence is regained. Here it happens in the very next scene. What a load of BS. Spider-man sticky web sticks to his hand easily and is a disturbance for him but it is conveniently easy for the villain to break that sticky webAnd Nicoles Cage..Are you kidding me...His way of talking makes it irritatingly meme funny. Depressing. His character was a complete waste.But definitely much better than Captain Marvel.
This film is visually stunning and the animation is excellent. Kudos to the animation artists. But the writers need to write better.",6.0,Anonymous,Animation
AMAZING!!!,BEST SPIDER-MAN YET!!! Stan Lee would be proud. BEST ANIMATED MOVIE OF THE YEAR!!!!,10.0,Anonymous,Animation
How many IMDB accounts does the animation department have?,"I can't believe how many people are raving that this is the best movie ever (Bohemian Rhapsody of animation???). Almost everyone who gave it a 10 or a 9 are raving about the same thing, the visual animation, blah blah. It was a decent movie, but that's it... decent. Stop all the hype and nonsense",6.0,Anonymous,Animation
"Was a great movie, until... (no spoilers)","This is all a great flick with pretty mature and dark themes, and decent humour for the most part. But half-way into the gig, it turns into 'Space Jam' - quite literally. VERY POOR script decisions meant to get this across to ages 12 and down, transformed a potentially 8/10 piece into a 5/10, within two minutes. I could not but cringe. Very disappointing.",5.0,Anonymous,Animation
This Spider-man was Amazing,This had everything from great art to great story. Nuff Said!,10.0,Anonymous,Animation
The Best Spider-Man movie ever!,"Spider-Man: Into the Spider-Verse is one of the most beautiful animated movies I've seen and possibly the best looking superhero movie of all time; with its bright neon colors combined with its comic book asthetic, it creates a world unlike anything I've seen since the LEGO Movie.
The characters are all great. Miles Morales is a fantastic protagonist; understandably scared at the prospect of being Spider-Man, but excited to learn. His relationship with his father and Peter Parker are some of the most emotiinal scenes in the movie. Gwen Stacy is also a great supporting character, as are thr rest of the spider people.
The villains are fun and the action is jaw dropping.
It's also tear jerking tribute to Stan Lee.
This is the best Spider-Man movie by far.",10.0,Anonymous,Animation
